ticker,date,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow
TXN,2018-12-31,5068000000.0,5623000000,1207000000.0,6058000000,-6329000000,7189000000
TXN,2019-12-31,6062000000.0,6638000000,1074000000.0,5802000000,-4730000000,6649000000
TXN,2020-12-31,7047000000.0,7849000000,1414000000.0,5490000000,-4547000000,6139000000
TXN,2021-12-31,8124000000.0,11116000000,1701000000.0,6294000000,-3137000000,8756000000
UNP,2018-12-31,22391000000.0,-463000000,1755000000.0,5249000000,-5222000000,8686000000
UNP,2019-12-31,27033000000.0,-892000000,1595000000.0,5156000000,-5646000000,8609000000
UNP,2020-12-31,28333000000.0,41000000,1505000000.0,5613000000,-4902000000,8540000000
UNP,2021-12-31,31488000000.0,-2193000000,1722000000.0,6096000000,-7158000000,9032000000
VC,2018-12-31,405000000.0,575000000,486000000.0,77000000,-335000000,204000000
VC,2019-12-31,554000000.0,547000000,514000000.0,41000000,-49000000,183000000
VC,2020-12-31,527000000.0,517000000,484000000.0,64000000,-58000000,168000000
VC,2021-12-31,498000000.0,572000000,549000000.0,-12000000,-29000000,58000000
VFC,2019-03-31,2786202000.0,2011853000,1708796000.0,1357382000,-1591005000,1664223000
VFC,2020-03-31,5211328000.0,2003132000,1308051000.0,540691000,309732000,874527000
VFC,2021-03-31,7361689000.0,2575393000,1298020000.0,1039025000,1052878000,1313225000
VNT,2018-12-31,241000000.0,168100000,531000000.0,378600000,-290500000,421000000
VNT,2019-12-31,79400000.0,157700000,490600000.0,507200000,-499800000,545200000
VNT,2020-12-31,1848600000.0,343800000,447100000.0,655600000,-283900000,691300000
VNT,2021-12-31,2635900000.0,544800000,481300000.0,433300000,725500000,481100000
VSH,2018-12-31,494527000.0,1139780000,397020000.0,28607000,-575932000,258506000
VSH,2019-12-31,597877000.0,1183688000,328187000.0,139803000,-90025000,296444000
VSH,2020-12-31,503180000.0,1134913000,338632000.0,191339000,-209382000,314938000
VSH,2021-12-31,579045000.0,1316831000,396458000.0,238732000,-58814000,457104000
WDC,2018-06-30,11172000000.0,6182000000,2197000000.0,3370000000,-3900000000,4205000000
WDC,2019-06-30,10522000000.0,4660000000,1204000000.0,671000000,-1829000000,1547000000
WDC,2020-06-30,9575000000.0,4642000000,2379000000.0,177000000,-1508000000,824000000
WDC,2021-06-30,8725000000.0,4887000000,2257000000.0,752000000,-817000000,1898000000
WEC,2018-12-31,11799100000.0,-1084100000,1280900000.0,329800000,26400000,2445500000
WEC,2019-12-31,12735000000.0,-1089100000,1176500000.0,84700000,85600000,2345500000
WEC,2020-12-31,14290800000.0,-2065100000,1202800000.0,-42800000,601100000,2196000000
WEC,2021-12-31,15590100000.0,-1096300000,1505700000.0,-220100000,294000000,2032700000
WHR,2018-12-31,6027000000.0,-1780000000,2210000000.0,639000000,-518000000,1229000000
WHR,2019-12-31,5771000000.0,-971000000,2198000000.0,698000000,-1424000000,1230000000
WHR,2020-12-31,6207000000.0,685000000,3109000000.0,1090000000,-253000000,1500000000
WHR,2021-12-31,6031000000.0,1185000000,3100000000.0,1651000000,-1339000000,2176000000
WMT,2019-01-31,58033000000.0,-15580000000,6283000000.0,17409000000,-2537000000,27753000000
WMT,2020-01-31,72433000000.0,-15984000000,6284000000.0,14550000000,-14299000000,25255000000
WMT,2021-01-31,63246000000.0,-2578000000,6516000000.0,25810000000,-16117000000,36074000000
WMT,2022-01-31,57323000000.0,-6309000000,8280000000.0,11075000000,-22828000000,24181000000
WY,2018-12-31,6646000000.0,-337000000,337000000.0,685000000,-1162000000,1112000000
WY,2019-12-31,6410000000.0,605000000,309000000.0,582000000,-1348000000,966000000
WY,2020-12-31,5501000000.0,659000000,450000000.0,823000000,-1358000000,1529000000
WY,2021-12-31,5123000000.0,2181000000,507000000.0,2569000000,-1330000000,3159000000
XEL,2018-12-31,17247000000.0,-1366000000,860000000.0,-835000000,928000000,3122000000
XEL,2019-12-31,20253000000.0,-1455000000,837000000.0,-962000000,1181000000,3263000000
XEL,2020-12-31,22208000000.0,-964000000,916000000.0,-2521000000,1773000000,2848000000
XEL,2021-12-31,24736000000.0,-807000000,1018000000.0,-2055000000,2135000000,2189000000
XOM,2018-12-31,37796000000.0,-9165000000,19638000000.0,16440000000,-19446000000,36014000000
XOM,2019-12-31,46920000000.0,-13937000000,21100000000.0,5355000000,-6618000000,29716000000
XOM,2020-12-31,67640000000.0,-11470000000,16339000000.0,-2614000000,5285000000,14668000000
XOM,2021-12-31,47704000000.0,2511000000,26883000000.0,36053000000,-35423000000,48129000000
XRX,2018-12-31,5230000000.0,1444000000,1104000000.0,1050000000,-1301000000,1140000000
XRX,2019-12-31,4636000000.0,2705000000,1091000000.0,1268000000,-1834000000,1333000000
XRX,2020-12-31,4786000000.0,3305000000,834000000.0,474000000,-416000000,548000000
XRX,2021-12-31,4537000000.0,1872000000,754000000.0,561000000,-1310000000,629000000
YORW,2018-12-31,94358000.0,-1830000,4731000.0,1490000,-1598000,18372000
YORW,2019-12-31,101035000.0,-5772000,4574000.0,-1656000,1656000,18881000
YORW,2020-12-31,123573000.0,4297000,5633000.0,-13064000,17392000,20235000
YORW,2021-12-31,146369000.0,-8824000,5034000.0,-23441000,18440000,22959000
