ticker,date2,date,shortTermInvestments,grossProfit,totalOtherIncomeExpenseNet,totalCurrentAssets,effectOfAccountingCharges,otherCashflowsFromInvestingActivities,incomeBeforeTax,totalStockholderEquity,incomeTaxExpense,totalRevenue,changeToNetincome,shortLongTermDebt,totalCashflowsFromInvestingActivities,treasuryStock,retainedEarnings,cash,depreciation,totalOperatingExpenses,netTangibleAssets,goodWill,propertyPlantEquipment,otherCashflowsFromFinancingActivities,operatingIncome,dividendsPaid,netIncome,changeInCash,changeToAccountReceivables,repurchaseOfStock,issuanceOfStock,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,investments,otherOperatingExpenses,netBorrowings,extraordinaryItems,nonRecurring,netReceivables,sellingGeneralAdministrative,minorityInterest,longTermDebt,costOfRevenue,discontinuedOperations,otherStockholderEquity,researchDevelopment,totalCashFromOperatingActivities,otherCurrentLiab,changeToInventory,deferredLongTermLiab,otherAssets,otherItems,changeToOperatingActivities,intangibleAssets,otherCurrentAssets,capitalSurplus,ebit,interestExpense,inventory,effectOfExchangeRate,changeToLiabilities,totalCashFromFinancingActivities,otherLiab,longTermInvestments,totalLiab,commonStock,accountsPayable,totalAssets,totalCurrentLiabilities,deferredLongTermAssetCharges,capitalExpenditures,name,currency,sector,subsector,TotalDebt,WorkingCapital,AccountsReceivable,FreeCashFlow,FinancingCashFlow,OperatingCashFlow,SaleOfPPE,ebitda,EnterpriseValue
KEY,2018,12/31/18,14000000,6178000000,-177000000,6774000000,,78000000,2203000000,14145000000,344000000,6178000000,388000000,,-2482000000,-4999000000,11556000000,678000000,330000000,3798000000,11313000000,2516000000,882000000,2074000000,2380000000,-656000000,1866000000,7000000,,-1145000000,20000000,1800000000,1859000000,878000000,460000000,-722000000,,,,3338000000,1000000,13716000000,0,7000000,-818000000,,2506000000,,,,93062000000,,-117000000,818000000,4667000000,6331000000,0,,35000000,,0,-17000000,597000000,35561000000,1.24017E+11,1257000000,1.07309E+11,1.39613E+11,1.09688E+11,222000000,-99000000,KeyCorp,USD,Financial Services,Banks—Regional,14276000000,,,2407000000,-17000000,2506000000,2000000,2710000000,27743000000
KEY,2019,12/31/19,5000000,6062000000,-322000000,5893000000,,59000000,2022000000,15138000000,314000000,6062000000,1260000000,,-4918000000,-4883000000,12469000000,732000000,195000000,3718000000,11311000000,2664000000,1468000000,4561000000,2344000000,-804000000,1717000000,54000000,,-868000000,18000000,1620000000,1708000000,1043000000,503000000,-1276000000,,,,3212000000,,12435000000,0,9000000,26000000,,2906000000,,,,97979000000,,-121000000,1702000000,3198000000,6295000000,0,,138000000,,0,2066000000,704000000,35282000000,1.2795E+11,1257000000,1.1187E+11,1.44988E+11,1.1405E+11,,-85000000,KeyCorp,USD,Financial Services,Banks—Regional,13153000000,,,2821000000,2066000000,2906000000,18000000,2539000000,27559000000
KEY,2020,12/31/20,6000000,5665000000,-135000000,7933000000,,66000000,1556000000,16081000000,227000000,5665000000,33000000,4273000000,-24721000000,-4208000000,12751000000,994000000,62000000,3974000000,12844000000,2664000000,1383000000,23412000000,1691000000,-829000000,1343000000,359000000,,-170000000,8000000,1237000000,1329000000,-17577000000,605000000,986000000,,,,3367000000,,9424000000,0,14000000,738000000,,1673000000,10000000,,,1.03845E+11,,-119000000,1151000000,4248000000,6281000000,0,,152000000,,0,23407000000,782000000,53360000000,1.52355E+11,1257000000,1.35282E+11,1.70336E+11,1.41569E+11,,-63000000,KeyCorp,USD,Financial Services,Banks—Regional,14468000000,,,1610000000,23407000000,1673000000,0,1753000000,29555000000
KEYS,2018,10/31/18,,2111000000,-846000000,2378000000,,5000000,-411000000,2433000000,-576000000,3878000000,104000000,499000000,-108000000,-670000000,1212000000,913000000,310000000,3443000000,617000000,1171000000,555000000,-7000000,435000000,,165000000,97000000,-89000000,-138000000,64000000,165000000,165000000,7000000,-13000000,-260000000,,,656000000,1065000000,,1291000000,1767000000,,-488000000,624000000,555000000,400000000,-61000000,,1029000000,,-48000000,645000000,190000000,1889000000,435000000,-83000000,619000000,-9000000,97000000,-341000000,634000000,46000000,3391000000,2000000,242000000,5824000000,1462000000,750000000,-132000000,"Keysight Technologies, Inc.",USD,Technology,Scientific & Technical Instruments,1790000000,916000000,624000000,423000000,-335000000,555000000,,745000000,3310000000
KEYS,2019,10/31/19,,2534000000,-41000000,3215000000,,5000000,715000000,3004000000,94000000,4303000000,104000000,,-196000000,-920000000,1909000000,1598000000,308000000,3547000000,1305000000,1209000000,576000000,-4000000,756000000,,621000000,683000000,-26000000,-185000000,67000000,621000000,621000000,7000000,-20000000,-7000000,,,708000000,1110000000,,1788000000,1769000000,,-578000000,688000000,998000000,419000000,-92000000,,1087000000,,-26000000,490000000,204000000,2013000000,756000000,-80000000,705000000,3000000,125000000,-122000000,824000000,46000000,3619000000,2000000,253000000,6623000000,1003000000,755000000,-120000000,"Keysight Technologies, Inc.",USD,Technology,Scientific & Technical Instruments,1788000000,2212000000,668000000,878000000,-122000000,998000000,,1064000000,3194000000
KEYS,2020,10/31/20,,2533000000,-16000000,3374000000,,32000000,761000000,3297000000,134000000,4221000000,120000000,,-442000000,-1351000000,2536000000,1756000000,326000000,3444000000,1399000000,1537000000,777000000,-4000000,777000000,,627000000,167000000,75000000,-464000000,58000000,627000000,627000000,,-12000000,-7000000,,,659000000,1053000000,,1789000000,1688000000,,-599000000,715000000,1016000000,455000000,-73000000,,1085000000,,-72000000,361000000,202000000,2110000000,777000000,-78000000,757000000,6000000,8000000,-413000000,902000000,84000000,3921000000,2000000,224000000,7218000000,1081000000,740000000,-117000000,"Keysight Technologies, Inc.",USD,Technology,Scientific & Technical Instruments,1981000000,2293000000,606000000,899000000,-413000000,1016000000,,1103000000,3522000000
KEYS,2021,10/31/21,,3069000000,-95000000,3834000000,,-1000000,1010000000,3784000000,116000000,4941000000,99000000,,-353000000,-1867000000,3430000000,2052000000,293000000,3836000000,1884000000,1628000000,877000000,-4000000,1105000000,,894000000,301000000,-122000000,-726000000,59000000,894000000,894000000,,-17000000,,,,765000000,1170000000,,1791000000,1872000000,,-442000000,811000000,1322000000,547000000,-43000000,,1052000000,,18000000,272000000,240000000,2219000000,1105000000,-79000000,777000000,3000000,149000000,-671000000,706000000,118000000,3997000000,2000000,287000000,7781000000,1309000000,711000000,-174000000,"Keysight Technologies, Inc.",USD,Technology,Scientific & Technical Instruments,2023000000,2525000000,735000000,1148000000,-671000000,1322000000,,1398000000,3755000000
KHC,2018,12/29/18,,9073000000,-17681000000,9075000000,,1344000000,-11321000000,51657000000,-1067000000,26268000000,13846000000,377000000,288000000,-2225000000,-4853000000,1130000000,983000000,19908000000,-34314000000,36503000000,7078000000,-28000000,6360000000,-3183000000,-10192000000,-633000000,-2280000000,,,-10192000000,-10254000000,,,-152000000,,,2281000000,2604000000,121000000,30770000000,17195000000,,-1943000000,109000000,2574000000,1537000000,-251000000,,1337000000,,491000000,49468000000,2597000000,58723000000,6360000000,-1284000000,2667000000,-132000000,-23000000,-3363000000,13410000000,,51683000000,12000000,4153000000,1.03461E+11,7503000000,,-826000000,The Kraft Heinz Company,USD,Consumer Defensive,Packaged Foods,31168000000,1572000000,2129000000,1748000000,-3363000000,2574000000,,7343000000,81695000000
KHC,2019,12/28/19,,8195000000,-2907000000,8097000000,,603000000,2661000000,51623000000,728000000,24977000000,856000000,994000000,1511000000,-2157000000,-3060000000,2279000000,994000000,19409000000,-32575000000,35546000000,7597000000,-132000000,5568000000,-1953000000,1935000000,1144000000,140000000,,,1935000000,1933000000,,,-1828000000,,,1973000000,2515000000,126000000,28058000000,16782000000,,-1886000000,112000000,3552000000,1394000000,-277000000,,1558000000,,-38000000,48652000000,740000000,56828000000,5568000000,-1361000000,2721000000,-6000000,-58000000,-3913000000,13156000000,,49701000000,12000000,4003000000,1.0145E+11,7875000000,,-768000000,The Kraft Heinz Company,USD,Consumer Defensive,Packaged Foods,29244000000,222000000,1973000000,2784000000,-3913000000,3552000000,,6562000000,78588000000
KHC,2020,12/26/20,,9171000000,-4857000000,10822000000,,74000000,1030000000,50103000000,669000000,26185000000,3157000000,152000000,-522000000,-2311000000,-2694000000,3417000000,969000000,20298000000,-29653000000,33089000000,7438000000,-176000000,5887000000,-1958000000,356000000,1138000000,-26000000,,,356000000,361000000,,,-1197000000,,,2063000000,3165000000,140000000,27954000000,17014000000,,-1967000000,119000000,4929000000,1832000000,-266000000,,1814000000,,532000000,46667000000,2437000000,55096000000,5887000000,-1394000000,2554000000,62000000,207000000,-3331000000,12981000000,,49587000000,12000000,4304000000,99830000000,8061000000,,-596000000,The Kraft Heinz Company,USD,Consumer Defensive,Packaged Foods,28306000000,2761000000,2063000000,4333000000,-3331000000,4929000000,,6856000000,74992000000
KMT,2018,6/30/18,,823623000,-48465000,1546166000,,-225000,275041000,1194325000,69981000,2367853000,53028000,399266000,-156871000,-320325000,900683000,556153000,108680000,2044347000,716055000,301802000,824213000,16350000,323506000,-65104000,200180000,365524000,-22201000,-217000,,200180000,205060000,,,296168000,,,401290000,485449000,36002000,591505000,1544230000,,-320325000,,277304000,92965000,-37230000,,77088000,,-31200000,176468000,63257000,511909000,323506000,-30081000,525466000,-2106000,-5046000,247197000,217374000,,1695410000,102058000,221903000,2925737000,886531000,17015000,-171004000,Kennametal Inc.,USD,Industrials,Tools & Accessories,991705000,659635000,401290000,106300000,247197000,277304000,14358000,432186000,1629877000
KMT,2019,6/30/19,,833996000,-48799000,1190827000,,-381000,311235000,1335172000,63359000,2375234000,34053000,,-201481000,-373543000,1076862000,182015000,112052000,2015200000,874163000,300011000,934895000,-4583000,360034000,-65746000,241925000,-374138000,17323000,-214000,,241925000,247876000,,,-400889000,,,379855000,459551000,39532000,592474000,1541238000,,-373543000,,300519000,109120000,-53387000,,69538000,,-11082000,160998000,57381000,528827000,360034000,-32994000,571576000,-1744000,-49378000,-471432000,227365000,,1281565000,103026000,212908000,2656269000,461726000,20507000,-212343000,Kennametal Inc.,USD,Industrials,Tools & Accessories,592631000,729101000,379855000,88176000,-471432000,300519000,11243000,472086000,1745788000
KMT,2020,6/30/20,,544471000,-155864000,1440812000,,-757000,1960000,1229885000,7007000,1885305000,36068000,,-218336000,-417242000,1004898000,606684000,119860000,1727481000,826737000,270580000,1086306000,-8226000,157824000,-66303000,-5661000,424669000,128715000,-209000,,-5661000,-5047000,,,500189000,,,237983000,372836000,38903000,596177000,1340834000,,-417242000,,223738000,131614000,28185000,,107305000,,-28469000,132568000,73698000,538575000,157824000,-35154000,522447000,-6184000,-46315000,425451000,239174000,20000,1768803000,103654000,164641000,3037591000,898080000,46782000,-244151000,Kennametal Inc.,USD,Industrials,Tools & Accessories,1143069000,542732000,237983000,-20413000,425451000,223738000,2622000,277684000,1766270000
KMT,2021,6/30/21,,563778000,-91569000,1004807000,,-47000,64660000,1329608000,6243000,1841441000,29082000,,-122976000,-330327000,992597000,154047000,126488000,1685212000,931952000,277615000,1105476000,-5785000,156229000,-66735000,54434000,-452637000,-53324000,-197000,,54434000,58417000,,,-501528000,,,302945000,393546000,38597000,592108000,1277663000,,-330327000,,235682000,105057000,61270000,,157822000,,-10770000,120041000,71470000,562820000,156229000,-46375000,476345000,8902000,46775000,-574245000,231254000,,1297556000,104518000,177659000,2665761000,437394000,58742000,-127302000,Kennametal Inc.,USD,Industrials,Tools & Accessories,651493000,567413000,302945000,108380000,-574245000,235682000,4373000,282717000,1827054000
KODK,2018,12/31/18,,180000000,-43000000,910000000,,326000000,3000000,-3000000,12000000,1320000000,-57000000,394000000,-22000000,-420000000,-200000000,233000000,70000000,1274000000,-73000000,12000000,216000000,-10000000,46000000,-8000000,-16000000,-102000000,12000000,,33000000,-36000000,-9000000,2000000,-7000000,-3000000,,,235000000,93000000,,2000000,1140000000,-7000000,-411000000,48000000,-62000000,176000000,-9000000,,314000000,,-31000000,58000000,211000000,617000000,46000000,-9000000,231000000,-7000000,-31000000,-11000000,557000000,,1340000000,,130000000,1510000000,778000000,160000000,-33000000,Eastman Kodak Company,USD,Industrials,Specialty Business Services,401000000,100000000,232000000,-95000000,-11000000,-62000000,,116000000,165000000
KODK,2019,12/31/19,,182000000,-100000000,706000000,,326000000,-60000000,99000000,31000000,1242000000,-206000000,1000000,311000000,-426000000,-79000000,233000000,55000000,1202000000,40000000,12000000,230000000,-10000000,40000000,-3000000,116000000,23000000,21000000,,33000000,96000000,-91000000,2000000,-5000000,-285000000,,,212000000,105000000,,105000000,1060000000,207000000,-417000000,42000000,12000000,130000000,11000000,,420000000,,-10000000,47000000,46000000,604000000,40000000,-16000000,215000000,-2000000,25000000,-298000000,609000000,,1134000000,,153000000,1415000000,368000000,147000000,-15000000,Eastman Kodak Company,USD,Industrials,Specialty Business Services,171000000,338000000,208000000,-3000000,-298000000,12000000,,95000000,37000000
KODK,2020,12/31/20,,135000000,-410000000,627000000,,,-376000000,77000000,168000000,1029000000,486000000,1000000,-13000000,-455000000,-620000000,196000000,37000000,995000000,26000000,12000000,200000000,,34000000,-22000000,-541000000,-34000000,33000000,,33000000,-561000000,-544000000,2000000,-6000000,-1000000,,,179000000,74000000,,14000000,894000000,3000000,-446000000,34000000,-35000000,99000000,12000000,,370000000,,-26000000,39000000,46000000,1152000000,34000000,-12000000,206000000,4000000,-36000000,10000000,618000000,,980000000,,118000000,1248000000,296000000,,-17000000,Eastman Kodak Company,USD,Industrials,Specialty Business Services,80000000,331000000,177000000,-52000000,10000000,-35000000,,71000000,-39000000
KOF,2018,12/31/18,,83938000000,-7947000000,57490000000,,-631000000,16964000000,1.24944E+11,5260000000,1.82342E+11,4383000000,10271000000,-9253000000,6054000000,71270000000,23727000000,8605000000,1.57431E+11,8140000000,23729000000,61942000000,-6703000000,24911000000,-7038000000,13911000000,4960000000,-2097000000,,,13911000000,11704000000,-387000000,901000000,-531000000,,,20885000000,58126000000,6806000000,70423000000,98404000000,2975000000,6054000000,,29543000000,7724000000,-1386000000,,16807000000,,-15000000,93075000000,1461000000,45560000000,24911000000,-7366000000,11362000000,-1058000000,1666000000,-14272000000,16090000000,10744000000,1.32037E+11,2060000000,19746000000,2.63787E+11,45524000000,8438000000,-9917000000,"Coca-Cola FEMSA, S.A.B. de C.V.",USD,Consumer Defensive,Beverages—Non-Alcoholic,81805000000,11966000000,11131000000,18253000000,-14272000000,29543000000,399000000,33516000000,1.83022E+11
KOF,2019,12/31/19,,87507000000,-8033000000,56796000000,,520000000,18278000000,1.22934E+11,5648000000,1.94471E+11,6149000000,11042000000,-10744000000,620000000,75820000000,20491000000,9185000000,1.6816E+11,10884000000,22930000000,62569000000,-5141000000,26311000000,-7437000000,12101000000,-3236000000,-1858000000,,,12101000000,12630000000,-572000000,459000000,-10216000000,,,23043000000,60737000000,6751000000,59928000000,1.06964E+11,,620000000,,31289000000,18332000000,-1140000000,,16478000000,,-331000000,89120000000,1484000000,45560000000,26311000000,-6704000000,11778000000,-987000000,5726000000,-22794000000,16316000000,9946000000,1.28154E+11,934000000,19832000000,2.57839E+11,51010000000,10432000000,-10324000000,"Coca-Cola FEMSA, S.A.B. de C.V.",USD,Consumer Defensive,Beverages—Non-Alcoholic,71360000000,5786000000,11277000000,19544000000,-22794000000,31289000000,330000000,35496000000,1.73803E+11
KOF,2020,12/31/20,,82811000000,-9491000000,72440000000,,738000000,15796000000,1.16874E+11,5428000000,1.83615E+11,12213000000,3376000000,-10508000000,-5537000000,75917000000,43497000000,9328000000,1.58328E+11,12903000000,23431000000,60738000000,-5910000000,25287000000,-10210000000,10307000000,23006000000,3040000000,,,10307000000,10368000000,-1576000000,849000000,16537000000,,,16994000000,56675000000,5583000000,83032000000,1.00804E+11,,-5537000000,,35147000000,19357000000,190000000,,18119000000,,-174000000,80540000000,719000000,45560000000,25287000000,-7663000000,11230000000,-2050000000,-1037000000,417000000,13986000000,7798000000,1.40609E+11,934000000,17195000000,2.63066E+11,42845000000,11143000000,-9655000000,"Coca-Cola FEMSA, S.A.B. de C.V.",USD,Consumer Defensive,Beverages—Non-Alcoholic,88784000000,29595000000,9705000000,60350000000,834000000,70294000000,274000000,34615000000,1.62161E+11
KRO,2018,12/31/18,,562200000,-11400000,1201400000,,13600000,293800000,839800000,88800000,1661900000,49800000,1500000,-42700000,-424300000,-136200000,373300000,49700000,1356700000,839800000,,486400000,-100000,305200000,-78800000,205000000,51000000,8700000,-3000000,,205000000,205000000,,-800000,-1500000,,,312500000,257800000,,455100000,1099700000,,-424300000,,188500000,54400000,-135500000,,125600000,,10800000,,1400000,1399100000,305200000,-19500000,497900000,-14400000,16400000,-80400000,369800000,84700000,1058300000,1200000,119900000,1898100000,233400000,122000000,-56300000,"Kronos Worldwide, Inc.",USD,Basic Materials,Specialty Chemicals,456600000,968000000,273300000,132200000,-80400000,188500000,,354900000,923100000
KRO,2019,12/31/19,,386200000,-7700000,1219700000,,2600000,121100000,816100000,34000000,1731100000,10900000,1500000,-52500000,-448800000,-132500000,390800000,54900000,1602300000,816100000,,519600000,,128800000,-83400000,87100000,17600000,-6800000,-3000000,,87100000,87100000,,-1100000,-1500000,,,309400000,258500000,,444000000,1344900000,,-448800000,,160300000,55800000,-7100000,,133000000,,-200000,,1500000,1396200000,128800000,-18700000,503000000,-2300000,24600000,-87900000,412900000,93500000,1149700000,1200000,153600000,1965800000,270600000,127700000,-55100000,"Kronos Worldwide, Inc.",USD,Basic Materials,Specialty Chemicals,473900000,949100000,270500000,105200000,-87900000,160300000,,183700000,899200000
KRO,2020,12/31/20,,351200000,-21000000,1218300000,,1500000,80000000,796500000,16100000,1638800000,1700000,700000,-61300000,-448200000,-151800000,355300000,64600000,1537800000,796500000,,550700000,,101000000,-83200000,63900000,-30300000,-4700000,-1000000,,63900000,63900000,,-1600000,-1100000,,,323000000,251800000,,486700000,1287600000,,-448200000,,102500000,65600000,13300000,,162200000,,-9700000,,2000000,1395300000,101000000,-19000000,519000000,13800000,-33200000,-85300000,474500000,105500000,1240200000,1200000,130300000,2036700000,260200000,151000000,-62800000,"Kronos Worldwide, Inc.",USD,Basic Materials,Specialty Chemicals,512900000,958100000,294800000,39700000,-85300000,102500000,,165600000,954100000
KT,2018,12/31/18,9.69669E+11,9.68191E+12,-66883000000,1.21578E+13,,5134000000,1.03398E+12,1.31299E+13,3.14565E+11,2.34361E+13,5.61658E+11,1.27587E+12,-2.70413E+12,-1.13093E+12,1.12561E+13,2.70342E+12,3.14545E+12,2.23352E+13,1.00579E+13,2.36058E+11,1.30683E+13,-48563000000,1.10086E+12,-2.45097E+11,6.45571E+11,7.7524E+11,-81217000000,-24415000000,,6.45571E+11,7.19412E+11,2.04585E+11,1.40785E+12,-2.136E+11,,,5.6844E+12,3.71472E+12,1.52859E+12,5.27981E+12,1.37541E+13,,-3.00051E+11,1.76758E+11,4.01046E+12,6.43332E+12,-4.80543E+11,3.3511E+11,3.28519E+12,,1.19696E+11,2.83596E+12,1.72569E+12,1.44026E+12,1.10086E+12,-2.96682E+11,1.07463E+12,581000000,-1.1964E+11,-5.31675E+11,2.76839E+12,8.90851E+11,1.78156E+13,1.5645E+12,1.23649E+12,3.24741E+13,9.39412E+12,4.65369E+11,-2.26088E+12,KT Corporation,USD,Communication Services,Telecom Services,6.64829E+12,2.76369E+12,5.68035E+12,1.00337E+12,-5.31675E+11,4.01046E+12,90992000000,4.24631E+12,1.70748E+13
KT,2019,12/31/19,8.38116E+11,9.69175E+12,-1.83295E+11,1.18972E+13,,5134000000,9.76271E+11,1.36634E+13,3.10329E+11,2.43421E+13,5.98132E+11,1.10314E+12,-3.88747E+12,-9.76378E+11,1.16338E+13,2.30589E+12,3.4776E+12,2.31825E+13,1.1102E+13,2.3557E+11,1.50536E+13,54099000000,1.15957E+12,-2.69659E+11,6.15777E+11,-3.97528E+11,-4.33292E+11,-1.22918E+11,,6.15777E+11,6.65942E+11,-1.51523E+11,8.80535E+11,88730000000,,,5.97457E+12,3.85714E+12,1.52016E+12,6.13232E+12,1.46503E+13,,-1.5054E+11,1.65028E+11,3.74517E+12,7.26418E+12,-23968000000,2.72634E+11,3.96682E+12,,-7.18129E+11,2.32583E+12,2.11316E+12,1.44149E+12,1.15957E+12,-2.78427E+11,6.65498E+11,-5481000000,44995000000,-2.49748E+11,2.25726E+12,1.06101E+12,1.93566E+13,1.5645E+12,1.3048E+12,3.45401E+13,1.01481E+13,4.11171E+11,-3.26334E+12,KT Corporation,USD,Communication Services,Telecom Services,7.29887E+12,1.86523E+12,3.1504E+12,-55176000000,-2.49748E+11,3.74517E+12,51947000000,4.63716E+12,1.86564E+13
KT,2020,12/31/20,1.19727E+12,9.64408E+12,-2.09051E+11,1.11542E+13,,-3596000000,9.75056E+11,1.40114E+13,2.71664E+11,2.39167E+13,1.01458E+12,1.32385E+12,-3.76147E+12,-1.14873E+12,1.21554E+13,2.63462E+12,3.50851E+12,2.27326E+13,1.21312E+13,2.30085E+11,1.54233E+13,17972000000,1.18411E+12,-2.69765E+11,6.58025E+11,3.2873E+11,66462000000,-1.15875E+11,,6.58025E+11,7.03392E+11,-76094000000,1.02632E+12,-2.79917E+11,,,4.90453E+12,3.64243E+12,1.53999E+12,6.02459E+12,1.42726E+13,,-2.66509E+11,1.5694E+11,4.73983E+12,6.1879E+12,1.62328E+11,2.80999E+11,4.10469E+12,,-6.91494E+11,1.65017E+12,1.88312E+12,1.44026E+12,1.18411E+12,-2.63579E+11,5.34636E+11,-2042000000,-1.37708E+11,-6.47585E+11,2.09563E+12,1.10012E+12,1.81111E+13,1.5645E+12,1.23972E+12,3.36625E+13,9.19247E+12,4.33698E+11,-3.20757E+12,KT Corporation,USD,Communication Services,Telecom Services,7.3163E+12,1.96171E+12,3.05613E+12,1.01534E+12,-6.47585E+11,4.73983E+12,51855000000,4.69261E+12,1.86931E+13
LCI,2018,6/30/18,,320834000,-126221000,526870000,,-10254000,51093000,598915000,22403000,684563000,78600000,66845000,-51176000,-14404000,306464000,98586000,55115000,507249000,-165076000,339566000,233247000,-1102000,177314000,,28690000,-19151000,-48585000,-4642000,4142000,28690000,28690000,30404000,,-85705000,,,252651000,82196000,,772425000,363729000,,-515000,29196000,118523000,6706000,-19031000,,51196000,,4647000,424425000,33998000,306817000,177314000,-85634000,141635000,-293000,-4953000,-86205000,3047000,,976389000,38000,56767000,1575304000,200917000,22063000,-52316000,"Lannett Company, Inc.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,839270000,325953000,252651000,47169000,-86205000,118523000,28000,232429000,1339599000
LCI,2019,6/30/19,,275806000,-463400000,472249000,,-250000,-346245000,334041000,-74138000,655407000,323517000,66845000,-7290000,-15096000,32075000,140249000,55594000,538252000,-77188000,,186670000,-1102000,117155000,,-272107000,41663000,84949000,-592000,1180000,-272107000,-272107000,,,-126743000,,,164752000,87648000,,662203000,379601000,,-615000,38807000,176310000,8165000,-24101000,,117265000,,15772000,411229000,23277000,317023000,117155000,-84624000,143971000,-100000,-43274000,-127257000,14547000,,853372000,39000,13493000,1187413000,176622000,109305000,-24340000,"Lannett Company, Inc.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,729048000,295627000,164752000,148970000,-127257000,176310000,14450000,172749000,922840000
LCI,2020,6/30/20,,197236000,-104403000,443208000,,-250000,-48628000,302896000,-15262000,545744000,50375000,88189000,-40000000,-17017000,-1291000,144329000,56309000,489969000,-71839000,,188861000,-10561000,55775000,,-33366000,4080000,39064000,-1909000,998000,-33366000,-33366000,,,-60450000,,,140107000,79467000,,592940000,348508000,,-627000,29978000,116014000,2740000,-9237000,,129751000,,-6044000,374735000,15905000,321164000,55775000,-66845000,142867000,-12000,19042000,-71922000,16010000,,833659000,40000,32535000,1136555000,214865000,117890000,-18330000,"Lannett Company, Inc.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,692070000,228343000,125688000,68884000,-71922000,116014000,7380000,112084000,850637000
LCI,2021,6/30/21,,100443000,-286192000,353563000,,,-302850000,-27471000,60625000,478778000,382980000,,-14801000,-17985000,-364766000,93286000,47824000,495436000,-165306000,,177233000,-10088000,-16658000,,-363475000,-46043000,26854000,-1047000,664000,-363475000,-363475000,,,-81701000,,,133884000,68078000,,590683000,378335000,,-548000,24173000,60851000,2278000,8994000,,15106000,,-29085000,137835000,16848000,355239000,-16658000,-53830000,109545000,79000,-2950000,-92172000,19009000,,711208000,41000,29585000,683737000,90469000,,-10415000,"Lannett Company, Inc.",USD,Healthcare,Drug Manufacturers—Specialty & Generic,603775000,263094000,98834000,45936000,-92172000,60851000,114000,31166000,483018000
LEA,2018,12/31/18,4800000,2383400000,-157700000,6280500000,,-16500000,1558600000,4200700000,311900000,21148500000,249800000,12900000,-693500000,-930900000,4113600000,1493200000,484400000,19432200000,2795400000,1405300000,2598100000,-140300000,1716300000,-186300000,1149800000,19400000,230800000,-704900000,,1139400000,1246700000,,27600000,1000000,,,3041200000,588100000,318000000,1935900000,18765100000,,-705800000,,1779800000,544200000,-32500000,,1261600000,,-103200000,,544500000,1017400000,1716300000,-84100000,1196800000,-36400000,-199300000,-1030500000,640400000,55200000,7082000000,600000,2706600000,11600700000,4500600000,,-677000000,Lear Corporation,USD,Consumer Cyclical,Auto Parts,1963800000,1779900000,2880300000,1102800000,-1030500000,1779800000,,2200700000,4671300000
LEA,2019,12/31/19,17100000,1911300000,-286200000,6406700000,,3200000,976800000,4349700000,146100000,19810300000,83800000,14100000,-922400000,-1335800000,4715800000,1487700000,509900000,18547300000,2735400000,1614300000,3231200000,-152200000,1263000000,-186300000,753600000,-9400000,-116200000,-384700000,,789500000,830700000,,9300000,361300000,,,3139800000,576700000,269800000,2293700000,17899000000,,-772700000,,1284300000,545900000,-69100000,,1371200000,,127800000,,503900000,969100000,1263000000,-92000000,1258200000,-9400000,-5500000,-361900000,678900000,57300000,8061200000,600000,2690100000,12680700000,4666200000,,-603900000,Lear Corporation,USD,Consumer Cyclical,Auto Parts,2440900000,1740500000,2982600000,680400000,-361900000,1284300000,,1772900000,5302900000
LEA,2020,12/31/20,9300000,1235800000,-265600000,6776700000,,-16500000,327800000,4467300000,93900000,17045500000,96800000,14200000,-468800000,-1303700000,4806800000,1306700000,539900000,16452100000,2811500000,1655800000,3276500000,-243000000,593400000,-67300000,158500000,-195900000,-164700000,-70000000,,158500000,233900000,,-5000000,-31400000,,,3481200000,581500000,147600000,2298900000,15809700000,,-705100000,,663100000,545100000,-107700000,,1429000000,,-73700000,,578400000,963600000,593400000,-99600000,1401100000,21500000,214000000,-411700000,767800000,60600000,8583700000,600000,3023200000,13198600000,5076700000,,-452300000,Lear Corporation,USD,Consumer Cyclical,Auto Parts,2430800000,1700000000,3269200000,210800000,-411700000,663100000,,1133300000,5591400000
LEN,2018,11/30/18,,2334185000,84303000,21284918000,,14077000,2262684000,14581535000,545171000,20571631000,78110000,,-593954000,-436235000,6487650000,1369973000,91181000,18393250000,10901488000,3442359000,319861000,-89652000,2178381000,-49159000,1695831000,-1098108000,-431183000,-299833000,3061000,1680964000,1717513000,189100000,-188130000,-1760318000,,,310670000,343934000,101422000,8558356000,18237446000,,-366000,,1691747000,319109000,-135870000,,1142828000,,-19118000,,19574000,8496677000,2178381000,-11258000,17346598000,,412796000,-2195901000,1812159000,1835408000,13883224000,33443000,1325398000,28566181000,1715207000,510413000,-130439000,Lennar Corporation,USD,Consumer Cyclical,Residential Construction,10117058000,19599171000,189471000,1581170000,-2195901000,1711609000,38633000,2269562000,23328620000
